"ID" "Dam" "Sire" "sex" "trait1" "trait2" "t1_a" "t2_a" "t2_s" "t1_d" "t2_d" "t1_r" "t2_r"
"u1_d2a" "u1_gd2" "u1_gs2" "F" 2.83212165410816 2.70131816075658 0.285963343236695 0.356404562831188 -0.41455708063877 0.376950012534247 -0.252134443404309 0.169208298337223 1.01160512196847
"u1_d2b" "u1_gd2" "u1_gs2" "F" 3.07559829220158 2.33464042086001 0.16192050569729 0.0639917306291171 -0.486471764725838 0.59702092453543 0.52657547560464 0.316656861968865 0.230544979352089
"u1_s2c" "u1_gd2" "u1_gs2" "M" 1.07030934386956 1.36954119743426 0.162084403972107 -0.0195371418521718 0.0940390663497328 -0.249880416825777 -0.0626546816520065 0.158105356723226 0.35769395458871
"u1_s2d" "u1_gd2" "u1_gs2" "M" 0.485264479755487 0.0286627354301038 0.353137409511287 0.287199667380394 -0.332064217935551 0.349343630711563 -0.138120309258444 -1.21721656046736 -0.788352404756295
"u1_d3a" "u1_gd3" "u1_gs3" "F" 3.40958353075628 3.21693959904383 1.00050106763044 0.294757335948543 0.170272211421442 0.416161778659483 1.0043553830477 -0.00707931553364602 -0.25244533137385
"u1_d3b" "u1_gd3" "u1_gs3" "F" 3.19764440304559 1.36667650798304 1.08188841153047 0.1089343988313 0.314352094511381 -0.0626896589154192 -0.0893655505104253 0.178445650430535 -0.967244434849213
"u1_d3c" "u1_gd3" "u1_gs3" "F" 2.83646581990059 2.59639845658546 0.62489442846894 0.164501589780236 0.259443213211902 0.489671831555683 -0.0959468654377671 -0.278100440124033 0.268400519031093
"u1_d3d" "u1_gd3" "u1_gs3" "F" 1.60195129613762 3.53114203915355 -0.197794596588649 0.492142769141793 0.379247099862693 -1.0029574628284 0.166089285429773 0.802703355554665 0.493662884719287
"u1_d4a" "u1_gd4" "u1_gs4" "F" 2.93776611030362 1.02108717619253 0.33659481664714 -0.0278633049155573 0.258322549779701 0.547171091338118 -0.48226335856309 0.054000202318358 -0.727108710108522
"u1_d4b" "u1_gd4" "u1_gs4" "F" 1.66041059791867 2.9316042775413 -0.916402054207836 0.193664380182105 0.381932323618249 -0.475744711433375 0.14196100361333 1.05255736355988 0.214046570127617
"u1_d4c" "u1_gd4" "u1_gs4" "F" 0.807516249938322 1.00627549956424 -0.373509926507158 -0.41404284113626 0.403746728519654 -0.851742398813128 -0.73977518238804 0.0327685752586073 -0.243653205431112
"u1_d4d" "u1_gd4" "u1_gs4" "F" 1.46017281724962 2.22486061683222 0.37526810782408 -0.509799964409962 0.463034602132694 -0.376560669110891 0.0581807701142095 -0.538534621463571 0.213445208995277
"u1_m1m1" "u1_d2a" "u1_s1a" "M" 1.42633436434501 1.36439836423542 -0.0855662008550903 0.185885942568383 -0.102468510088263 1.45519496307227 0.535595746236316 -0.943294397872172 -0.25461481448102
"u1_m1m2" "u1_d2a" "u1_s1a" "M" 0.663926779128166 0.120816574715062 -0.469033161291708 -0.442404832037312 -0.178299693225745 0.166927768164201 -0.776410801851806 -0.0339678277443274 0.517931901829925
"u1_m1f1" "u1_d2a" "u1_s1a" "F" 2.77914608794671 2.22782362388644 0.304859928757602 -0.179814536975021 -0.307567260557033 0.305482600036731 0.350484566010683 0.168803559152378 0.364720855407814
"u1_m1f2" "u1_d2a" "u1_s1a" "F" 3.07146511499933 3.19751692488027 0.381403537908064 0.639616994569849 -0.0842254732344912 -0.499067184077193 0.293421698946715 1.18912876116846 0.348703704598192
"u1_m2m1" "u1_d3a" "u1_s1a" "M" 1.58689881072256 0.946891084523861 0.4777783251724 0.391001436008319 -0.15498361165403 -0.343797638933415 -0.329258429543959 0.452918124483577 0.0401316897135309
"u1_m2m2" "u1_d3a" "u1_s1a" "M" 2.44024456546999 0.643935071721146 0.927163596003851 -0.206623021252865 0.0633136378237402 0.407781915309575 -0.852547654763942 0.105299054156566 0.639792109914213
"u1_m2f1" "u1_d3a" "u1_s1a" "F" 2.25566488128509 2.55942187434909 0.287496570856541 0.0824922020356601 0.160013586775559 0.409844434542613 0.569921143492908 -0.441676124114064 -0.253005057955038
"u1_m2f2" "u1_d3a" "u1_s1a" "F" 2.67589909107466 1.22156120840067 0.11685978785999 -0.0311549180636169 0.403563686711305 0.408147775215652 -1.05748542679625 0.150891527999022 -0.0933621334507701
"u1_m3m1" "u1_d4a" "u1_s1a" "M" 0.615178470427282 1.42458837668795 0.26152758291419 0.109046372650935 0.123279311358401 0.373281786873043 0.189198946899494 -1.01963089935995 0.00306374577912167
"u1_m3m2" "u1_d4a" "u1_s1a" "M" 0.438845239761858 2.02995370881901 -0.235296273060076 -0.69793300377323 0.152386410596475 -0.432668351379098 0.787442325254842 0.106809864201031 0.788057976740927
"u1_m3f1" "u1_d4a" "u1_s1a" "F" 0.264534591985166 2.79425435015644 0.0459487288317236 -0.389084638225413 0.474713614038041 -0.874358181718775 -0.00723033367507164 -0.907055955127782 0.715855708018885
"u1_m3f2" "u1_d4a" "u1_s1a" "F" 2.25758649300409 3.72665547091304 0.746977142267523 -0.225208977417892 0.155716255567469 -0.0325774501815974 0.600447515349198 -0.456813199081839 1.19570067741427
"u1_m4m1" "u1_d2b" "u1_s1b" "M" 1.66745474935246 -0.0423801716903029 0.506023094420189 -0.185096190226637 -0.626715024680126 0.29619855418724 -0.779957034678706 -0.134766899254965 0.549388077895166
"u1_m4m2" "u1_d2b" "u1_s1b" "M" -0.497809603922221 1.17467328415897 -0.824093671184811 -0.136789624858263 -0.0296483830751466 0.199916878504099 -0.267757999012317 -0.87363281124151 0.608869291104699
"u1_m4f1" "u1_d2b" "u1_s1b" "F" 2.78308450134175 0.994915996430017 0.126846255906925 -0.652256506979591 0.285295100934882 0.37285592107685 -0.795325925275408 0.283382324357974 0.157203327750135
"u1_m4f2" "u1_d2b" "u1_s1b" "F" 2.8996723171407 2.07308597790432 0.0534347139902499 0.194874701856518 0.25926214363097 0.249518049515487 -0.886372512385639 0.596719553634964 0.505321644802473
"u1_m5m1" "u1_d3b" "u1_s1b" "M" 2.00946627423273 0.864689440147269 1.27959112653529 0.590916005348309 -0.00977341137963369 0.237264917626352 -0.475962125512598 -0.507389769928909 -0.240491028308808
"u1_m5m2" "u1_d3b" "u1_s1b" "M" 1.03075915009013 1.70107419006086 0.220938641017596 0.147792414622022 -0.0390394510429973 0.108498075952741 0.579358230412212 -0.298677566880208 0.0129629960696284
"u1_m5f1" "u1_d3b" "u1_s1b" "F" 0.98863853412316 2.70368817705528 -0.321648222834036 -0.0326640509572602 0.615078018476646 0.069934857288995 -0.260811579145394 -0.759648100331799 0.382085788681288
"u1_m5f2" "u1_d3b" "u1_s1b" "F" 1.67383620362467 2.11026816139899 0.453960758314164 -0.0417292228190822 0.628523201116311 -0.0570348485239928 -0.48875403014569 -0.723089706165503 0.0122282132474542
"u1_m6m1" "u1_d4b" "u1_s1b" "M" 1.38037542902633 0.868544396013674 -0.22346139432692 0.0891049350033315 0.133969820170662 0.239885240059413 -0.613167895562927 0.363951583293837 0.258637536402608
"u1_m6m2" "u1_d4b" "u1_s1b" "M" 2.16443133287644 0.725367119378887 0.0438933545789378 -0.373091565609381 -0.103888298729268 0.803895218278299 -0.234329047389707 0.316642760019205 0.436676031107243
"u1_m6f1" "u1_d4b" "u1_s1b" "F" 1.67509596155748 2.66223880942437 -0.709043768421012 -0.0603781307499405 0.580480505936357 0.00347811925614525 -0.200202185303091 0.380661610722347 0.342338619541048
"u1_m6f2" "u1_d4b" "u1_s1b" "F" 0.76272324680528 2.47467873450967 -0.421472756494867 -0.370375883987289 0.714857796778096 -0.770371408164339 -0.858101015706135 -0.0454325885355138 0.988297837424996
"u1_m7m1" "u1_d1c" "u1_s2c" "M" 1.36011673349788 0.0374789513279892 -0.0592620346269332 -0.0796903009872925 -0.0299133537992578 -0.592874661541625 -0.196653165163439 1.01225342966644 -0.656264228722022
"u1_m7m2" "u1_d1c" "u1_s2c" "M" 0.92317725789926 -0.617881180769667 0.359993230512181 -0.353960874701985 -0.160951003152532 0.286035981740143 -1.33991186234999 -0.722851954353064 0.23694255943484
"u1_m7f1" "u1_d1c" "u1_s2c" "F" 2.08613144124812 1.51509909208752 0.257708384153437 0.395101557895671 -0.0256548516636756 0.0458187437707337 -0.732928342406329 -0.217395686676051 -0.12141927173815
"u1_m7f2" "u1_d1c" "u1_s2c" "F" 3.45903685772417 1.3492862817539 1.09194980202583 -0.455937297544965 0.0960750320682532 -0.104808444598102 -0.0181340882393278 0.471895500296444 -0.272717364530056
"u1_m8m1" "u1_d3c" "u1_s2c" "M" 0.911713686169072 0.692509029210839 0.72757558667664 0.415497123578939 0.245237213755993 -1.17873718419248 -0.360411801697543 0.362875283684915 -0.607813506426549
"u1_m8m2" "u1_d3c" "u1_s2c" "M" 1.75269595780101 1.59413760823329 0.430914125249998 0.167797080020204 0.185286681982834 -0.320092783933309 -0.182079893736341 0.641874616484321 0.423133739966598
"u1_m8f1" "u1_d3c" "u1_s2c" "F" 1.11639786353064 2.87864800262228 0.184761793972047 0.749885713084782 0.192664998443403 -0.495632424188623 -0.454813915741427 -0.572731506252782 0.390911206835525
"u1_m8f2" "u1_d3c" "u1_s2c" "F" 1.82209581936054 1.48444237412546 0.139463824144847 0.227753011916991 0.216429666855958 -0.788322523230842 -0.510874512284278 0.470954518446538 -0.448865792363214
"u1_m9m1" "u1_d4c" "u1_s2c" "M" 0.40001593742364 1.82677763783786 -0.174220479255575 0.51454397501899 0.272510403809381 -0.18093166451935 -0.573371033887443 -0.244831918801435 0.613094292896931
"u1_m9m2" "u1_d4c" "u1_s2c" "M" 1.39647457239575 0.600120274401823 0.237360841602506 -0.560867006412882 -0.0733368106290803 0.254112622672784 -0.0988114140439883 -0.0949988918795407 0.333135505487773
"u1_m9f1" "u1_d4c" "u1_s2c" "F" 3.1313660034758 1.19101249540788 -0.387805951376986 0.827961288225451 0.329267442813927 0.826657536718418 -1.05461889649249 0.692514418134373 -0.911597339139006
"u1_m9f2" "u1_d4c" "u1_s2c" "F" 1.87460639270356 2.31208151246355 -0.370110047119224 0.131570001522929 0.360117878751541 0.239630009989773 -0.600319743302519 0.00508642983301204 0.420713375491594
"u1_m10m1" "u1_d1d" "u1_s2d" "M" 0.981811047811391 -1.36484731211105 -0.0871757597928059 -0.142899709439295 -0.191601635032435 0.601520665004558 -1.39957165710023 -0.532533857400361 -0.630774310539089
"u1_m10m2" "u1_d1d" "u1_s2d" "M" 0.187052969010592 0.325966996230922 -0.69374531741332 -0.203141045567951 0.131266247125957 -0.592018456335016 -0.575371062543548 0.472816742758929 -0.0267871427835352
"u1_m10f1" "u1_d1d" "u1_s2d" "F" 4.43824371331518 0.844393692438574 0.404572960258817 -0.195526917691182 -0.426365182075548 0.685173010716434 -0.842570124205838 1.34849774233993 0.308855916411142
"u1_m10f2" "u1_d1d" "u1_s2d" "F" 2.20034184218313 1.94989125478788 -0.127016046799558 0.698973751912131 -0.540093193203937 0.278682850612104 -0.390564703320526 0.0486750383705804 0.181575399400208
"u1_m11m1" "u1_d3d" "u1_s2d" "M" 1.21218639333745 1.17557596495777 0.820694567731598 0.748941201677534 0.151922414082287 -1.01471608047238 -0.733646309425121 0.406207906078232 0.00835865862306832
"u1_m11m2" "u1_d3d" "u1_s2d" "M" -0.134398761175714 1.37494909354632 -0.272190284368919 -0.03282218932248 0.395288516671701 0.204755734018657 -0.455129638158911 -1.06696421082545 0.467612404356011
"u1_m11f1" "u1_d3d" "u1_s2d" "F" 1.81168537292105 3.21904550097982 0.0133892064565831 0.560989399234484 -0.146482399158952 0.156238254849683 0.16667352674582 -0.357942088385211 0.63786497415847
"u1_m11f2" "u1_d3d" "u1_s2d" "F" 1.83983185036616 3.1044980194668 0.503297005035953 -0.074758731421495 -0.209053232135989 -0.259922396944535 1.1807738390939 -0.403542757725256 0.207536143930383
"u1_m12m1" "u1_d4d" "u1_s2d" "M" 1.19805363790724 0.538729218883132 1.16330841575582 0.16287685125801 0.176239190966176 -0.714027336209323 0.754474657507695 -0.251227441639252 -1.55486148084875
"u1_m12m2" "u1_d4d" "u1_s2d" "M" 0.690624228725571 0.928067719447609 1.0300284738002 0.00154800341408989 0.10326515208263 -1.20214159184933 0.394091570673158 -0.137262653225297 -0.570837006722269
"u1_m12f1" "u1_d4d" "u1_s2d" "F" 1.86094475019686 2.34595919387113 -0.042416011834678 0.183078968926857 -0.13266360974557 -0.0114682207667396 0.498641946930531 -0.0851710172017204 -0.203098112240691
"u1_m12f2" "u1_d4d" "u1_s2d" "F" 0.55757051354096 1.55931467178253 -0.267144648366544 -0.337619510679387 -0.0953097046970153 -0.493674063694542 0.603801576784123 -0.681610774397954 -0.61155768962519
"u2_gs1" NA NA "M" 2.71432970053538 0.825169120372361 0.423416849744906 -0.0703969793168 -0.13536620739347 0.175241064658234 0.133082821618207 1.11567178613224 -0.102150514535577
"u2_gs2" NA NA "M" 0.830428616339353 0.185079320265505 0.296148068865573 -0.600494635735068 -0.0788488363826856 -0.342881034996426 -0.140426873501491 -0.122838417529795 0.0048496658847498
"u2_gs3" NA NA "M" 1.42286209353914 0.676499607281633 -0.151957482915303 0.284593444477533 -0.533323940026016 -0.735794991709874 -0.00332001764674194 1.31061456816431 -0.0714498795231422
"u2_gs4" NA NA "M" 0.985259721551972 0.936561662400149 -0.391023518196004 0.428104265052726 -0.0921291204741828 0.422381769519231 -0.692660003871538 -0.0460985297712551 0.293246521693143
"u2_gd1" NA NA "F" 0.520742743965637 2.20910341980318 -0.476471869941204 -0.416283181611098 -0.0578978652011257 -1.53383606545323 0.520066937356166 0.531050679360076 0.163217529259234
"u2_gd2" NA NA "F" 1.4581305212207 3.24312650125433 -0.254618193617416 0.58591129085452 -0.0107602915727445 -0.173438192953854 0.224908783755679 -0.113813092208031 0.443066718216875
"u2_gd3" NA NA "F" 1.73973575019753 3.07940358661128 0.292810358331753 1.05204896461369 -0.108382137462706 0.182103885556212 -0.303374831154391 -0.735178493690439 0.439111590614684
"u2_gd4" NA NA "F" 1.23239473492392 1.6261194892512 -0.171070801822305 -0.358077679977265 0.0772827308707838 -0.70431031420545 0.00918395220717026 0.107775850951677 -0.102269513849492
"u2_s1a" "u2_gd1" "u2_gs1" "M" 0.788858110309429 0.33601318176347 -0.00856888513101519 -0.623202771872408 0.25124210616374 -0.399404760923178 -0.701841067451783 0.196831756363623 0.409814914923921
"u2_s1b" "u2_gd1" "u2_gs1" "M" -0.24246974049302 0.627149463573796 -0.700241674266021 -0.0739850803427285 -0.143818676153885 -0.757024151095871 -0.125357536975055 0.214796084868873 -0.029689242954535
"u2_d1c" "u2_gd1" "u2_gs1" "F" 1.10398366337932 1.65326031604787 -0.440943241676892 -0.363170145102666 -0.150526480666131 0.0313545529713591 -0.0461348471287771 -0.486427647915144 0.21309178894544
"u2_d1d" "u2_gd1" "u2_gs1" "F" 1.97032595462803 1.58800965820814 -0.375456128485597 -0.419334232835183 -0.221296309047015 0.458811449414796 0.388310852280996 -0.113029366301173 -0.159670652190657
"u2_d2a" "u2_gd2" "u2_gs2" "F" 1.85701549124226 1.60870499474026 0.02045902076879 -0.314128388243173 -0.0601023952658003 0.0138802706581331 0.0165755178854441 -0.177323800184663 -0.0336397396362134
"u2_d2b" "u2_gd2" "u2_gs2" "F" 2.58038534274504 2.85159174358522 0.223017023355046 -0.184044273047877 -0.377337627214907 0.393863158736958 1.07099584698439 -0.0364948393469629 0.341977796863612
"u2_s2c" "u2_gd2" "u2_gs2" "M" -0.213429506104426 0.896478787472656 0.338861910016178 0.0235265408661768 0.0586389236748748 -0.829378227625906 0.314023364439167 -0.722913188494698 -0.499710041507563
"u2_s2d" "u2_gd2" "u2_gs2" "M" 0.445120594592659 0.640512401084582 0.190614473037642 -0.856791529062523 -0.0674939669262246 -0.218248923848821 0.251691892951091 -0.527244954596162 0.313106004122239
"u2_d3a" "u2_gd3" "u2_gs3" "F" 1.58474102533213 3.01108698317715 0.0630786362163455 0.444432865854541 -0.722795067363568 -0.0112481070144667 1.47426079899366 -0.467089503869746 -0.184811614307491
"u2_d3b" "u2_gd3" "u2_gs3" "F" 2.05117840873354 1.73405401402924 0.626957582683712 0.318801726486383 -0.720146012544264 0.147093700745554 -0.385185121971629 -0.722872874695728 0.520583422058748
"u2_d3c" "u2_gd3" "u2_gs3" "F" 2.76678652021297 2.64183684476313 0.480133262943556 0.242871997498426 -0.578002509445726 0.728206165318026 0.296559799363323 -0.441552908048611 0.68040755734711
"u2_d3d" "u2_gd3" "u2_gs3" "F" 2.05079285943048 2.07602700635696 0.120886395806543 0.442527166715458 -0.5652215286884 0.694026709131711 0.4586421823356 -0.76412024550777 -0.259920814005698
"u2_d4a" "u2_gd4" "u2_gs4" "F" 2.73763973565353 2.66136405475328 -0.0434242857583815 0.317722892337138 -0.140026848059821 0.428478629723628 0.168985849850225 0.352585391688283 0.314682160625734
"u2_d4b" "u2_gd4" "u2_gs4" "F" 1.0839896729 2.96393315016625 -0.364788056166379 0.249333018089657 -0.0813062809763304 -0.524184832797203 0.376599958847393 -0.0270374381364174 0.419306454205529
"u2_d4c" "u2_gd4" "u2_gs4" "F" 2.46014658605659 4.20711445578562 -0.372463135943453 0.0413414503723 -0.0806325681458497 0.794380464525531 0.614319542604104 0.03822925747451 1.63208603095506
"u2_d4d" "u2_gd4" "u2_gs4" "F" 1.7844118873941 1.68826080071026 -0.190874401020428 0.177534898018909 -0.0357354792042535 0.0384929402011236 -0.409301068266283 -0.0632066517865949 -0.0442375498381164
"u2_m1m1" "u2_d2a" "u2_s1a" "M" 1.35947826208539 -0.171990157016061 0.653750550748736 -1.30314084987313 -0.0165919525492185 0.215024471043882 -0.116433884404255 -0.509296759707224 0.26417652981054
"u2_m1m2" "u2_d2a" "u2_s1a" "M" 0.624991681673465 0.256056452881366 -0.38784986007948 -0.331819016002491 0.0694360168677881 -0.033834299468388 0.0760453569516395 0.0466758412213325 -0.55760590493557
"u2_m1f1" "u2_d2a" "u2_s1a" "F" 2.17344147118549 3.08556179182945 -0.318412296511517 -0.4891424685518 0.358135765236076 0.523571616381296 0.934511629157364 -0.031717848684285 0.282056865987809
"u2_m1f2" "u2_d2a" "u2_s1a" "F" 1.71054177975958 1.54678807985328 -0.234295561327804 -0.494842337663187 0.357241051539111 -0.60396875988245 0.0378748130827619 0.548806100969838 -0.353485447105403
"u2_m2m1" "u2_d3a" "u2_s1a" "M" 2.26116596465394 -0.704727254191091 -0.0469090163110092 0.327142992181904 -0.586338691941082 1.22979533300462 -0.645194443559588 0.0782796479603265 -0.800337110872325
"u2_m2m2" "u2_d3a" "u2_s1a" "M" 0.828737198418988 1.28611192683953 0.216440606290494 -0.33586801257514 -0.477165817431297 0.220266432923756 0.447825269666421 -0.607969840795262 0.651320487179547
"u2_m2f1" "u2_d3a" "u2_s1a" "F" 2.60220200593805 1.72824374101864 0.56799554625296 0.337558584689742 -0.321372678883372 0.25540471351008 -0.235702191069466 -0.221198253824989 -0.0522399737182623
"u2_m2f2" "u2_d3a" "u2_s1a" "F" 0.67446203756385 2.21083416812146 -0.0183566590739656 0.402507614788582 -0.226700844004816 -0.386188425259822 0.212688863549605 -0.920992878102362 -0.177661466211907
"u2_m3m1" "u2_d4a" "u2_s1a" "M" 0.0571773827014042 -0.354935102049635 0.0618209106823763 -0.418391589144868 -0.119981839323549 -0.329725386435363 -1.06835398001193 -0.674918141545609 0.251792306430714
"u2_m3m2" "u2_d4a" "u2_s1a" "M" 1.38992751477108 0.287736787095936 0.658749951297109 -0.147269793975856 -0.0925826613621413 -0.400406123317502 0.247882667255051 0.131583686791471 -0.720293424821118
"u2_m3f1" "u2_d4a" "u2_s1a" "F" 0.894702989614236 3.05248210371697 0.241283392899352 -0.193624749163796 0.392395085725587 -0.496571078996322 0.827398073164498 -0.850009324288794 0.0263136939906805
"u2_m3f2" "u2_d4a" "u2_s1a" "F" 1.4370052253103 2.61911273205123 0.552803009723524 0.23137146596639 0.429823988406095 0.198487081490798 -0.164297346354479 -1.31428486590403 0.122214624033219
"u2_m4m1" "u2_d2b" "u2_s1b" "M" 0.480468638228887 1.79367666358232 -0.0855411808783291 0.052282904192294 -0.18522965714006 -0.456157758690188 0.262898958129827 0.0221675777974036 0.663724458400262
"u2_m4m2" "u2_d2b" "u2_s1b" "M" 0.62917881919257 1.28293236779262 -0.0353214918640538 -0.0388929128298477 -0.209121954975834 0.00228679775496335 0.509878632492113 -0.337786486698339 0.0210686031061847
"u2_m4f1" "u2_d2b" "u2_s1b" "F" 1.35884259685675 2.03689760322326 0.327675712049446 0.413149106237057 -0.300870708370597 -0.170063001930911 0.533444230752816 -0.798770113261789 -0.608825025396014
"u2_m4f2" "u2_d2b" "u2_s1b" "F" 1.95795795627042 3.06034161052329 -0.291885836916904 0.00569846784245279 -0.411078792338849 0.586402577194524 1.59144721327053 -0.336558784007198 -0.125725278250842
"u2_m5m1" "u2_d3b" "u2_s1b" "M" 1.37470176795386 1.38635630281772 -0.266811046878371 0.351847587878807 -0.460230967891139 -0.255668375632029 0.108622264472217 0.89718119046426 0.386117418357833
"u2_m5m2" "u2_d3b" "u2_s1b" "M" 1.13838954593355 0.368946720315423 0.509032380229862 0.419790589276196 -0.239012775684437 0.269516555591752 -0.358529927994379 -0.640159389888065 -0.453301165281957
"u2_m5f1" "u2_d3b" "u2_s1b" "F" 2.15990880321195 1.17870424551717 0.227805662217838 -0.324400415581831 -0.878400241609189 0.379238075646315 0.22652474962776 -0.447134934652207 0.154980153080427
"u2_m5f2" "u2_d3b" "u2_s1b" "F" 2.00295605727903 1.99229369875013 0.308107932647642 0.952264991042017 -0.339769226970859 -0.0633570096685672 -0.707395499299183 -0.241794865700042 0.0871934339781597
"u2_m6m1" "u2_d4b" "u2_s1b" "M" 0.330602227495035 1.98875316665565 -0.84291066075639 -0.374223191808259 0.055832153356768 0.606626417790121 0.829688476637184 -0.433113529538696 0.477455728469956
"u2_m6m2" "u2_d4b" "u2_s1b" "M" 3.03466895068181 2.09197972519636 -0.270913545870469 0.175186511954954 -0.0465840657188019 1.24707265359927 0.721252385634984 1.05850984295301 0.242124893325225
"u2_m6f1" "u2_d4b" "u2_s1b" "F" 2.31583899927832 2.26949639434515 -0.35941165847609 0.139260827507189 -0.251082451033272 0.428024696656544 0.314259102996175 0.247225961097868 0.0670589148750564
"u2_m6f2" "u2_d4b" "u2_s1b" "F" 2.94798148473082 1.97208120734628 -0.0593229442088369 0.15241611137455 0.0457375643388592 0.209580175953002 -0.278253936903481 0.797724252986655 0.0521814685363494
"u2_m7m1" "u2_d1c" "u2_s2c" "M" -0.301114551541537 1.10214081588092 0.220420491305841 -0.144091804532548 0.104008915716929 -0.908848291794071 0.112960084697351 -0.612686751053307 0.0292636199991928
"u2_m7m2" "u2_d1c" "u2_s2c" "M" -0.180138261422663 0.244769458793393 -0.989379693953987 -0.722392185667587 -0.162706390459359 0.28421687829627 -0.312946739797868 -0.474975445764946 0.442814774718207
"u2_m7f1" "u2_d1c" "u2_s2c" "F" 1.62065244203735 2.21304569907293 -0.0749285885921502 -0.187012349722791 0.215420733283737 -0.0383114963757345 -0.15457586374822 -0.266107472994768 0.339213179260205
"u2_m7f2" "u2_d1c" "u2_s2c" "F" 1.19374987309529 0.0251988664247857 -0.701435525095693 -0.811709625105629 -0.0801427319285195 0.0627600709335649 -1.30213662218894 -0.167574672742582 0.219187845647877
"u2_m8m1" "u2_d3c" "u2_s2c" "M" 2.20307285765574 -0.371630624216726 0.653845632720121 0.707428418817881 -0.0665775727159862 0.0737378732213656 -1.35948369817221 0.475489351714258 -0.65299777214641
"u2_m8m2" "u2_d3c" "u2_s2c" "M" 1.2700761926093 1.19423613261383 0.302375902338634 -0.0606102994888153 -0.458360420970278 0.160002604823746 0.676784177480063 -0.192302314553084 0.0364226755928614
"u2_m8f1" "u2_d3c" "u2_s2c" "F" 2.80531496059419 0.885950995023044 0.776717848521724 0.154020652741896 -0.651122472416052 0.8954370216476 -0.33786579013755 -0.866839909575138 -0.27908139516525
"u2_m8f2" "u2_d3c" "u2_s2c" "F" 1.78212071846486 2.08825495782989 -0.118820070350735 -0.27397498686578 -0.191778053838993 0.208729203133908 -0.0582936473360378 -0.307788414318311 0.612301645870703
"u2_m9m1" "u2_d4c" "u2_s2c" "M" -0.189291806785808 1.03374000091029 -0.0485152842360136 0.475286206251421 0.147294874569538 -0.438873951085475 -0.224833612023134 -0.70190257146432 -0.364007467887533
"u2_m9m2" "u2_d4c" "u2_s2c" "M" 1.32404702868324 1.49657173117746 -0.479215410858568 -0.0403311307479444 -0.169633826569393 -0.510963348003402 0.236706450254295 1.31422578754521 0.469830238240499
"u2_m9f1" "u2_d4c" "u2_s2c" "F" 3.11590686277004 3.68154838287297 -0.141986259097853 -0.0703095679884215 -0.136691680797732 0.54908998120507 1.35957897470042 0.708803140662821 0.528970656958697
"u2_m9f2" "u2_d4c" "u2_s2c" "F" 2.84023206124419 1.51115606007235 0.680843831983552 0.233470845264317 -0.193735998464319 0.321535540236113 -0.410015595743844 -0.162147310975473 -0.118563190983806
"u2_m10m1" "u2_d1d" "u2_s2d" "M" 1.21280903520458 0.710652052303235 0.886095386783982 -0.96115913948832 -0.0611140801926011 -0.20153791434837 0.280351710392381 -0.471748437231036 0.452573561591776
